ResourceID,Activity Method Type,Spatial Accuracy Qualifier,Compiler Name,Geometry Source,Spatial Metadata Description,Locality,Map Reference Name,Role,Activity Phase Description text,External Cross Reference Source,Activity Phase Description Type,External Cross Reference Notes,Road or Street Name,Town or City,To Date,Date Type,Area Type,Geometry,External Cross Reference Number,Number in Road or Street,Location Description Type,Map Reference Type,Postal Code,Activity Description Language,Activity Name,Activity Type,From Date,Location Description text,Location Description Language,Date of Compilation,Activity Description text,Area Name,File,Activity Description Type,Activity Phase Language,Activity Name Type,Resource ID
a179fd23-0cd2-4798-afcf-3cc0af5934c3,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5359514241571099 53.2344511350589)),1368,,,,,,Excavation at Minster Yard,EXCAVATION,,,,,"Excavation site designed to assess the impact of proposed building works. There were two areas, Trench 1 and Trench 2.. Trench 1",,,Summary,,Primary,
a179fd23-0cd2-4798-afcf-3cc0af5934c3,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2000.245,,,,,,,,,,,,,,,,,,
a179fd23-0cd2-4798-afcf-3cc0af5934c3,,,,,,,,,,,,,,,,,,,,,,,,,"Nettle Yard, Cathedral 1987",,,,,,,,,,,Site Name,
a19a91cf-be22-4eed-91f7-9ec5c28e4514,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.539917542866756 53.2328187196139)),1348,,,,,,Excavation at Michaelgate/Spring Hill,EXCAVATION,,,,,Area 2 of seven. Trench 1 lower,,,Summary,,Primary,
a19a91cf-be22-4eed-91f7-9ec5c28e4514,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2006.217,,,,,,,,,,,,,,,,,,
a19a91cf-be22-4eed-91f7-9ec5c28e4514,,,,,,,,,,,,,,,,,,,,,,,,,Michaelgate/Spring Hill 1978,,,,,,,,,,,Site Name,
a1a0fb6d-6237-4bd7-9c1f-034257561dde,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.538324986861177 53.2426248674144)),153,,,,,,Geotechnical Test Pit at Newport,GEOTECHNICAL TEST PIT,,,,,Excavation site,,,Summary,,Primary,
a1a0fb6d-6237-4bd7-9c1f-034257561dde,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,72.93,,,,,,,,,,,,,,,,,,
a1a0fb6d-6237-4bd7-9c1f-034257561dde,,,,,,,,,,,,,,,,,,,,,,,,,"Newport fire station, Broadway Garage",,,,,,,,,,,Site Name,
a1a2594d-a6b7-438d-9184-abba59b41206,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.542279 53.236712, -0.5422940000000001 53.236631, -0.542121 53.23662, -0.542108 53.2367, -0.542279 53.236712)))",4359,,,,,,Watching Brief at Westgate,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief). Classroom extension groundworks. Brick foundations of 5 Reservoir Street were found along with another building to the east. No earlier deposits were revealed.,,,Summary,,Primary,
a1a2594d-a6b7-438d-9184-abba59b41206,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,20.96,,,,,,,,,,,,,,,,,,
a1a2594d-a6b7-438d-9184-abba59b41206,,,,,,,,,,,,,,,,,,,,,,,,,"Westgate Junior School, Westgate",,,,,,,,,,,Site Name,
a1a91e7e-a1cb-4503-b4c8-fd117ae65068,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.530861 53.233801, -0.530843 53.233774, -0.530828 53.233777, -0.530846 53.233805, -0.530861 53.233801)))",10264,,,,,,Watching Brief at Upper Lindum Street,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during the excavation of four trial pits, Trial Pits 1-4. Trial Pit 2 c6m x 1.5m. A modern tarmac surface sealed hardcore, over a silt clay make up deposit, which overlay c1.5m of silt with limestone fragments, probably quarry backfill. (Site drawing shows TP to be c 3.5m x 1m)",,,Summary,,Primary,
a1a91e7e-a1cb-4503-b4c8-fd117ae65068,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2007.217,,,,,,,,,,,,,,,,,,
a1a91e7e-a1cb-4503-b4c8-fd117ae65068,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln Minster School,,,,,,,,,,,Site Name,
a1ab0229-c674-4727-b9e2-d2a6a22749ec,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.547176 53.223474, -0.546427 53.223343, -0.546428 53.223336, -0.546365 53.223326, -0.54635 53.22336, -0.546413 53.223369, -0.546416 53.223365, -0.547167 53.223496, -0.547176 53.223474)))",7762,,,,,,Trial Trench at Anchor Street,TRIAL TRENCH,,,,,Archaeological evaluation site in advance of an application to build residential housing. Trench four of six. Trench D,,,Summary,,Primary,
a1ab0229-c674-4727-b9e2-d2a6a22749ec,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2002.468,,,,,,,,,,,,,,,,,,
a1ab0229-c674-4727-b9e2-d2a6a22749ec,,,,,,,,,,,,,,,,,,,,,,,,,Former Anchor Street Works,,,,,,,,,,,Site Name,
a1c85633-8c2b-4d00-997a-1cbd05ac03c6,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53430220635389 53.2318508408366)),11220,,,,,,Watching Brief at Monks Road,WATCHING BRIEF,,,,,"Archaeological Watching Brief on work for an exercise park, in eight areas.  2. Horticultural Allotments 1 and 2. Topsoil overlay a limestone wall and a series of dumps and levelling deposits. Two modern pits were cut into these deposits.",,,Summary,,Primary,
a1c85633-8c2b-4d00-997a-1cbd05ac03c6,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2011.515,,,,,,,,,,,,,,,,,,
a1c85633-8c2b-4d00-997a-1cbd05ac03c6,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln College Exercise Park,,,,,,,,,,,Site Name,
a1cceffc-40f3-4ff9-9e7b-91367d32fb9c,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.533342412216868 53.2231100847254)),4268,,,,,,Photographic Survey at Coultham Street,PHOTOGRAPHIC SURVEY,,,,,The buildings were recorded and photographed as part of 1998 Industrial Archaeology Survey project.,,,Summary,,Primary,
a1cceffc-40f3-4ff9-9e7b-91367d32fb9c,,,,,,,,,,,,,,,,,,,,,,,,,Clarkes Crank and Forge,,,,,,,,,,,Site Name,
a1e149c5-2b0a-4a28-bf3a-275ec3167a5e,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.538380663892399 53.2418704216853)),10965,,,,,,Photographic Survey at Newport,PHOTOGRAPHIC SURVEY,,,,,Photographic building survey (Level 1) of The Lark public house before demolition,,,Summary,,Primary,
a1e149c5-2b0a-4a28-bf3a-275ec3167a5e,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2010.4,,,,,,,,,,,,,,,,,,
a1e149c5-2b0a-4a28-bf3a-275ec3167a5e,,,,,,,,,,,,,,,,,,,,,,,,,The Lark Inn,,,,,,,,,,,Site Name,
a2138bf8-acb8-4ad7-8b0d-6cffe414abc6,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.57224806055567 53.2202563230165)),875,,,,,,Excavation at Swanpool/Catchwater Drain,EXCAVATION,,,,,Area 6 of fifteen. Trench 6,,,Summary,,Primary,
a2138bf8-acb8-4ad7-8b0d-6cffe414abc6,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2000.54,,,,,,,,,,,,,,,,,,
a2138bf8-acb8-4ad7-8b0d-6cffe414abc6,,,,,,,,,,,,,,,,,,,,,,,,,Swanpool Kiln 1987,,,,,,,,,,,Site Name,
a22d7eee-6e31-45fa-827f-dbfcb793bd1c,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.543559 53.22471, -0.543539 53.224705, -0.543526 53.224724, -0.543546 53.224729, -0.543559 53.22471)))",4483,,,,,,Trial Trench at High Street,TRIAL TRENCH,,,,,Archaeological evaluation site. Trench 5 of 6. Trench 4b,,,Summary,,Primary,
a22d7eee-6e31-45fa-827f-dbfcb793bd1c,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,95.95,,,,,,,,,,,,,,,,,,
a22d7eee-6e31-45fa-827f-dbfcb793bd1c,,,,,,,,,,,,,,,,,,,,,,,,,St Marks Station 1995,,,,,,,,,,,Site Name,
a240da49-3780-4cb7-aa03-3ecee218b14b,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.53233 53.235337, -0.532331 53.235333, -0.532251 53.235332, -0.532251 53.235336, -0.53233 53.235337)))",7035,,,,,,Watching Brief at 23 Eastgate,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) during groundworks involved with the underpinning and partial reconstruction of the building.,,,Summary,,Primary,
a240da49-3780-4cb7-aa03-3ecee218b14b,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2001.111,,,,,,,,,,,,,,,,,,
a240da49-3780-4cb7-aa03-3ecee218b14b,,,,,,,,,,,,,,,,,,,,,,,,,23 Eastgate,,,,,,,,,,,Site Name,
a2516d8d-26ef-41be-af3a-4112a48b0da7,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53706545769578 53.2351749936978)),7724,,,,,,Watching Brief at 8 Eastgate,WATCHING BRIEF,,,,,"Observation of a trench from pavement to house for a telephone cable. Under the pavement was disturbed mixed material with brick, pieces of limestone and sandy mortar. Within front (raised) garden, garden soil to depth of 1m (ie to level of pavement). A large squared piece of limestone with a portion of railing set into it, was encountered c.20cm within existing garden wall, and c.50cm below surface of garden; probably part of an earlier garden wall or a step.",,,Summary,,Primary,
a2516d8d-26ef-41be-af3a-4112a48b0da7,,,,,,,,,,,,,,,,,,,,,,,,,8 Eastgate,,,,,,,,,,,Site Name,
a29a776f-8c6e-45ec-ad05-bc5091314170,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5436636535064761 53.2164674387452)),226,,,,,,Watching Brief at Little Bargate Street,WATCHING BRIEF,,,,,Foundation trenches for new housing to a depth of 1m revealed only brown loam. Archaeological features must be deeper in this area,,,Summary,,Primary,
a29a776f-8c6e-45ec-ad05-bc5091314170,,,,,,,,,,,,,,,,,,,,,,,,,Little Bargate Street,,,,,,,,,,,Site Name,
a2a8cb9c-8ab2-4b7b-881b-c10f250ecb88,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.547387074920849 53.2130968114279)),863,,,,,,Watching Brief at St Catherines,WATCHING BRIEF,,,,,Area 2 of two,,,Summary,,Primary,
a2a8cb9c-8ab2-4b7b-881b-c10f250ecb88,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2005.177,,,,,,,,,,,,,,,,,,
a2a8cb9c-8ab2-4b7b-881b-c10f250ecb88,,,,,,,,,,,,,,,,,,,,,,,,,"Strut House, St Catherines",,,,,,,,,,,Site Name,
a2be29c1-7869-4218-9f87-f0cfcadaf235,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.545184 53.216077, -0.545164 53.216148, -0.545308 53.216162, -0.545327 53.216091, -0.545184 53.216077)))",10228,,,,,,Watching Brief at Spencer Street,WATCHING BRIEF,,,,,"Following an earlier evaluation (RE10049), archaeological monitoring and recording (watching brief) was carried out during groundworks for the construction of a residential building. No archaeological features were recorded.",,,Summary,,Primary,
a2be29c1-7869-4218-9f87-f0cfcadaf235,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,SSLI07,,,,,,,,,,,,,,,,,,
a2be29c1-7869-4218-9f87-f0cfcadaf235,,,,,,,,,,,,,,,,,,,,,,,,,Land off Spencer Street,,,,,,,,,,,Site Name,
a2ca7148-49c4-4c4d-9f09-44a1786eb6c2,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.545245 53.225778, -0.545515 53.225335, -0.545265 53.225277, -0.5449929999999999 53.225721, -0.545245 53.225778)))",4552,,,,,,"Watching Brief at St Marks Centre, upper Witham",WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) on ground works in advance of retail development. Excavations for service trenches, pile caps and ground beams to a maximum depth of 1.45m revealed no archaeological finds or features, being within made-up ground. The limestone base of a dismantled railway bridge was encountered.",,,Summary,,Primary,
a2ca7148-49c4-4c4d-9f09-44a1786eb6c2,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,120.98,,,,,,,,,,,,,,,,,,
a2ca7148-49c4-4c4d-9f09-44a1786eb6c2,,,,,,,,,,,,,,,,,,,,,,,,,"The Quayside, East Bank, St Marks",,,,,,,,,,,Site Name,
a2e2a8ab-c699-44ed-b5f9-3febdf790787,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.549162348693499 53.2292548427869)),9842,,,,,,Watching Brief at University of Lincoln Brayford Campus,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) on a service trench for new Media Studies building. Silt topsoil overlay orange sand and grey sand with limestone fragments (0.85m deep in total for all the deposits).  No finds were recovered,,,Summary,,Primary,
a2e2a8ab-c699-44ed-b5f9-3febdf790787,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2005.179,,,,,,,,,,,,,,,,,,
a2e2a8ab-c699-44ed-b5f9-3febdf790787,,,,,,,,,,,,,,,,,,,,,,,,,Media Studies Building,,,,,,,,,,,Site Name,
a2f04f97-a63e-406c-b08e-8744b71f4403,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.534249 53.230399, -0.534407 53.230394, -0.534403 53.230356, -0.5342789999999999 53.23036, -0.53428 53.230374, -0.534247 53.230375, -0.534249 53.230399)))",11093,,,,,,Watching Brief at 1 Rosemary Lane,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) of groundworks for the construction of a rear extension, which was situated partly on the site of the original demolished extension, and partly into the yard to the rear (west). The work entailed the removal of 0.45m of ground., all within topsoil/cultivation soil horizon. No archaeological features were recorded except for the earlier brick extension wall. On the northern boundary was a stone boundary wall, interpreted as a field boundary.",,,Summary,,Primary,
a2f04f97-a63e-406c-b08e-8744b71f4403,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2010.72,,,,,,,,,,,,,,,,,,
a2f04f97-a63e-406c-b08e-8744b71f4403,,,,,,,,,,,,,,,,,,,,,,,,,1 Rosemary Lane,,,,,,,,,,,Site Name,
a2f71669-2171-4e0a-827e-a163cfe024b2,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.536364934515059 53.2442908682272)),335,,,,,,Excavation at Newport,EXCAVATION,,,,,Excavation in two sections across Newport ditch and bank.,,,Summary,,Primary,
a2f71669-2171-4e0a-827e-a163cfe024b2,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,59.77,,,,,,,,,,,,,,,,,,
a2f71669-2171-4e0a-827e-a163cfe024b2,,,,,,,,,,,,,,,,,,,,,,,,,Bishop Grosseteste College Newport,,,,,,,,,,,Site Name,
a301a498-e781-46fc-be7a-e55dc5036bae,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.560763260525566 53.2098789942408)),10972,,,,,,"Watching Brief at Boultham Park, Boultham Park Road",WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) of six geotechnical test pits in advance of the conversion of a barn, and the erection of flats, bungalows, shop and glasshouse. Test pit 1. 0.7m x c2.75m, against the east wall of a stable. Topsoil 0.3m thick overlay construction material for the stable. No archaeological deposits were observed",,,Summary,,Primary,
a301a498-e781-46fc-be7a-e55dc5036bae,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2010.6,,,,,,,,,,,,,,,,,,
a301a498-e781-46fc-be7a-e55dc5036bae,,,,,,,,,,,,,,,,,,,,,,,,,Former Council Depot,,,,,,,,,,,Site Name,
a30b1dc4-abc9-424d-a6fa-cd662551ce83,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.528404425088506 53.2439321690303)),9800,,,,,,Watching Brief at Nettleham Road,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) on fourteen geotechnical test pits. Test pit 13, 2.1m X 1.65m. Top soil of dark brown grey silt with occasional limestone and brick and tile fragments (0.25m) overlay light brown yellow silty clay sand with occasional limestone inclusions (0.07m) over limestone brash. No archaeological features were encountered.",,,Summary,,Primary,
a30b1dc4-abc9-424d-a6fa-cd662551ce83,,,,,,,,,,,,,,,,,,,,,,,,,Land at Nettleham Road,,,,,,,,,,,Site Name,
a30c5566-ccb6-4fb9-b7c5-27aa5c380b5e,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.537856 53.233003, -0.53787 53.233004, -0.537871 53.232996, -0.537857 53.232996, -0.537856 53.233003)))",11008,,,,,,Watching Brief at Danesgate,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) of a geological test slot and four pile pits in advance of the construction of a house extension. Pile Pit 3, 0.9m x 0.8m x 1.3m deep. A levelling deposit for the house overlay natural or redeposited clay.",,,Summary,,Primary,
a30c5566-ccb6-4fb9-b7c5-27aa5c380b5e,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2010.54,,,,,,,,,,,,,,,,,,
a30c5566-ccb6-4fb9-b7c5-27aa5c380b5e,,,,,,,,,,,,,,,,,,,,,,,,,Ventnor Lodge,,,,,,,,,,,Site Name,
a31a3714-c1b6-460f-9ead-bef8959f7290,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.546736373965569 53.2230314296165)),8835,,,,,,Watching Brief at Anchor Street,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) carried out in conjunction with 24 machine-excavated geotechnical test pits and six boreholes. Borehole 6 of 6,,,Summary,,Primary,
a31a3714-c1b6-460f-9ead-bef8959f7290,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2004.74,,,,,,,,,,,,,,,,,,
a31a3714-c1b6-460f-9ead-bef8959f7290,,,,,,,,,,,,,,,,,,,,,,,,,Anchor Street,,,,,,,,,,,Site Name,
a31f2f74-abc7-40ff-b4bb-cc435278f919,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5362794354873121 53.2274702114695)),7479,,,,,,Watching Brief at Melville Street/Waterside South,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) during groundworks for the erection of a 3-storey office and residential building. Trench eighteen of nineteen. Trench FF.,,,Summary,,Primary,
a31f2f74-abc7-40ff-b4bb-cc435278f919,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2002.5,,,,,,,,,,,,,,,,,,
a31f2f74-abc7-40ff-b4bb-cc435278f919,,,,,,,,,,,,,,,,,,,,,,,,,Doughtys Mill Phase 4C,,,,,,,,,,,Site Name,
a3229489-2200-4ef2-867a-f27b1c970fcd,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.539030204055101 53.2351181833938)),759,,,,,,Watching Brief at Gordon Road,WATCHING BRIEF,,,,,"Shallow trenches were cut during the rebuilding of a former building, but as these only reached a maximum depth of 0.60m archaeological levels were not reached",,,Summary,,Primary,
a3229489-2200-4ef2-867a-f27b1c970fcd,,,,,,,,,,,,,,,,,,,,,,,,,3 Gordon Road (now 5 Gordon Road),,,,,,,,,,,Site Name,
a327d2e5-75b4-4cab-ba2b-436ff9c0f6bd,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.535398102198857 53.2326643892592)),8980,,,,,,Evaluation at Temple Gardens,EVALUATION,,,,,"Archaeological Evaluation in advance of the construction of new timber pavilion, and associated pathways. Four trenches were excavated.",,,Summary,,Primary,
a327d2e5-75b4-4cab-ba2b-436ff9c0f6bd,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2005.142,,,,,,,,,,,,,,,,,,
a327d2e5-75b4-4cab-ba2b-436ff9c0f6bd,,,,,,,,,,,,,,,,,,,,,,,,,Greestone Centre,,,,,,,,,,,Site Name,
a3298780-3914-48da-96c8-b0feb6085958,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.547299007445279 53.2126013069204)),10248,,,,,,Trial Trench at 37 St Catherines,TRIAL TRENCH,,,,,"Archaeological Evaluation in advance of alterations and extensions to the building to create a residential development. Three trenches, Trenches 1-3. Trench 3. Topsoil overlay demolition material, a former ground surface, pits and inhumations. This overlay a sand layer possibly prehistoric.",,,Summary,,Primary,
a3298780-3914-48da-96c8-b0feb6085958,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2007.25,,,,,,,,,,,,,,,,,,
a3298780-3914-48da-96c8-b0feb6085958,,,,,,,,,,,,,,,,,,,,,,,,,Upper Witham Drainage Board Building,,,,,,,,,,,Site Name,
a32db8ae-ff38-432e-8473-0ded31196c67,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5428088877146841 53.2226778290893)),10982,,,,,,Excavation at 9-11 Monson Street,EXCAVATION,,,,,"Archaeological evaluation in the form of trial trenching in advance of the construction of a residential nursing home. Two trenches were excavated, Trench 1 and Trench 2. Trench 2, 10m x 1.65m x 1.4m deep. The southern 7m of the trench had been truncated by the cellar of 9 Monson Street, which had been backfilled, and it was not possible to excavate this section. In the remainder, 0.15m of demolition material overlay rubble and silts",,,Summary,,Primary,
a32db8ae-ff38-432e-8473-0ded31196c67,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2008.57,,,,,,,,,,,,,,,,,,
a32db8ae-ff38-432e-8473-0ded31196c67,,,,,,,,,,,,,,,,,,,,,,,,,Land at 9-11 Monson Street,,,,,,,,,,,Site Name,
a35f3eba-d160-4f02-a45f-88233b93d9f3,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.542783193171039 53.2327009627057)),3106,,,,,,Casual Observation at Motherby Hill,CASUAL OBSERVATION,,,,,Observation.  a clump of the demolished Roman west wall on Motherby Hill. Described as nearly as hard as iron.,,,Summary,,Primary,
a35f3eba-d160-4f02-a45f-88233b93d9f3,,,,,,,,,,,,,,,,,,,,,,,,,Motherby Hill,,,,,,,,,,,Site Name,
a37b6bf9-5cae-4bfb-9cfe-67af7481d4f2,,,John Herridge,,,,,,,Lincoln City and County Museum,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.54324669731291 53.2305221472619)),2000.14,,,,,,Wm. Wrights,EVALUATION,,,,,Archaeological Evaluation and Impact Assessment for the proposed redevelopment of the site for student accommodation. Seven investigative trenches were excavated and three boreholes were sunk.,,,Summary,,Site Name,
a37b6bf9-5cae-4bfb-9cfe-67af7481d4f2,,,,,,,,,,Lincoln Heritage Database,,,,,,,,,5468,,,,,,,,,,,,,,,,,,
a37b6bf9-5cae-4bfb-9cfe-67af7481d4f2,,,,,,,,,,,,,,,,,,,,,,,,,Evaluation at Park Street,,,,,,,,,,,Primary,
a37c6bbd-dc30-4845-a4ce-a1a1ea507676,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.531999768062223 53.238717561644)),7935,,,,,,Watching Brief at Nettleham Road,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) of trenches excavated during relining and reconfiguration of water mains. Trench forty-seven of 48. Trench 41, Nettleham Road. No archaeological deposits, despite contractors reports of finds of large limestone blocks, which were probably removed off site before they could be examined",,,Summary,,Primary,
