ResourceID,Evidence,Asset Description Type,Heritage Asset Name,Statutory name,Map Reference Type,Dimension Value,Production Technique,Area Type,External Cross Reference Number,Monument Phase,Material Name,Resource ID,Date of Assessment,Designation or Protection Type,Designation or Protection To Date,Area Name,Road or Street Name,Number in Road or Street,Dimension Type,Rights Holder,Role,Geometry,Asset Type,Production Method,Dimension Measurement Unit,Spatial Metadata Description,Occupancy,End of TimeSpan,Locality,Inscription Content,Geometry Source,Postal Code,Description Language,Right Type,External Cross Reference Notes,Organization Name,Caption,Designation Description,Cultural Period,Date of Compilation,File,Designation Description Type,Condition Type,Location Description Type,From Date,Date Type,Asset Description,Image File,Spatial Accuracy Qualifier,Measurement Type,Town or City,Risk Level,External Cross Reference Source,Description Language,Rights Note,To Date,Location Description,Material Type,Grade,Designation Activity Name Type,Inscription Note,Compiler Name,Begin of TimeSpan,Image File,Language,Asset Name Type,Map Reference Name,Created By Actor(s),Designation Activity Name,Designation or Protection From Date
f0e96b52-e3a7-11e9-ae3b-066e122e3f0a,EXTANT STRUCTURE,Statutory,HIGH BRIDGE,HIGH BRIDGE,,,,,1388574,839a0c16-5b39-417b-aff8-ee5b1460356d,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.54082696 53.22854504)),ROAD BRIDGE,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1100,,"<p>Road bridge carrying shops and houses. C12, with C13 and C16 additions, restored and partly reconstructed 1902 by William Watkins of Lincoln. Bridge has an ashlar semicircular arch with chamfered transverse ribs and a single bay with diagonal ribs. West end has imposts and small chamfered slits in the spandrels. East end has a renewed chamfered opening with pierced balustrade and coped piers. The range of shops and houses at the west end, C16, is a careful and thorough reconstruction. Timber framed, the west side partly roughcast, with dressed stone and brick underbuild and plain tile roof. Much of the original close studded framing survives, with renewed rendered nogging. Original angle brackets in the form of angels. 3 storeys plus attics, 2 jetties, 6 bays. East front has to the left a glazing bar shop window and door. To right, 2 doors flanked by single plain windows. The doors have Tudor arched heads. Above, 2 floors, each with six 3-light leaded casements, all projecting like oriels. Above again, 3 gabled dormers with 2-light casements. Rear has a renewed 2 storey underbuild to the left, and above the bridge, a 6-light hooded window flanked by small single light windows. Above, 2 windows flanked by single plain oriels, and to left, a larger window. Above again, exposed timber framing with 5 windows. Attics have 3 dormers similar to those at the front. INTERIOR retains much of the original structure, with renewed nogging and joinery in a matching style. This building is the only surviving example in England of a medieval bridge carrying shops and houses. Scheduled Ancient Monument, County No.26. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 523; Curl JS: The Victorian Facade (W Watkins &amp; Son, Architects, Lincoln): Lincoln: 1990-: 43-44).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,English,,,,,Grade I,,,,,,,Statutory,,,,08/10/1953
f339651c-e9e5-11e9-ae3b-066e122e3f0a,EXCAVATED FEATURE,Statutory,COLONIA WALL AND LOWER WEST GATE,,,,,,1388731,97b25f6f-33be-404b-b48f-b010e172d360,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.54332946 53.23117366)),TOWN GATE,,,,,,,,,,,,,,,,ROMAN,,,,,,250,,"<p>Section of Colonia wall, C1, and remains of the west gate, C3, incorporating carved stone from a C1 building. Excavated and restored, 1978. Coursed rubble and dressed stone. Remains of 2 square towers flanking the gateway, that to north with a plinth of reused stone, part of it replaced by a resin casting. The original stone is displayed in the foyer of the City Hall. Remains of the wall extend to north approx. 30m, and to south approx. 20m, up to 2m high. Scheduled Ancient Monument, County No.187. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 441).</p>
",,,,,,National Heritage List for England,,,410,,,Grade I,,,,,,,Statutory,,,,08/07/1991
f339651c-e9e5-11e9-ae3b-066e122e3f0a,EXCAVATED FEATURE,,,,,,,,,73d98c38-b57e-41b1-9312-e6415d3e650d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f339651c-e9e5-11e9-ae3b-066e122e3f0a,,,,,,,,,,,,,,,,,,,,,,,TOWN WALL,,,,,,,,,,,,,,,,ROMAN,,,,,,250,,,,,,,,,,,410,,,,,,,,,,,,,,
f3b0dade-f1b0-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"1, CASTLE HILL",,,,,,1388481,f99230c1-957c-4a15-a234-ff847544e0fd,,,,Listed Building,,,,,,,,,HOUSE,,,,,,,,,,English,,,,,,POST MEDIEVAL,,,,,,1750,,"<p>House, now offices. Mid C18, converted mid and late C20. Brick, the ground floor painted, with stucco dressings and hipped and gabled plain tile roof with single gable and ridge stacks. Ground floor lintel band, splayed lintels with keystones, moulded eaves, cornice with dentillation to east, coped parapet and gable. 3 storeys plus attics, 3 bays. North front has a renewed central wooden doorcase with cornice and overlight and C20 6-panel door, flanked by shallow square bay windows with cornices and triple sashes. Above, a central round headed glazing bar sash flanked by single Venetian windows. Above again, 3 glazing bar sashes. Single segment arched dormer with a 2-light sliding sash. Left return, to Steep Hill, has to left a 6-panel door with a fanlight, and to right, a glazing bar sash. Both have round heads. Above, to left, a square wooden oriel window, C19, with a triple sash. To its right, a glazing bar sash. Above again, 2 segment headed glazing bar sashes. INTERIOR has central stairwell with a 6-flight wooden dogleg stair with cut string, 3 stick balusters per tread, and ramped scrolled handrail. At the foot of the stairs, a 4-panel door and a cupboard, possibly incorporating original panelling. Ground floor front rooms have panelled shutters, and the right room has 2 elliptical arched recesses with fluted keystones. Renewed 6-panel doors throughout, in original moulded surrounds.</p>
",,,,,,National Heritage List for England,English,,,,,Grade II*,,,,,,,Statutory,,,,08/10/1953
f6496188-e398-11e9-ae3b-066e122e3f0a,EXTANT STRUCTURE,Statutory,ROMAN WALL BETWEEN EASTGATE AND NORTH WING OF EASTGATE HOTEL, ROMAN WALL BETWEEN EASTGATE AND NORTH WING OF EASTGATE HOTEL,,,,,1388513,1a1cb408-4256-46dc-a860-d9e4cfd217a9,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53535817 53.23602927)),TOWN DEFENCES,,,,,,,,,,English,,,,,,ROMAN,,,,,,100,,"<p>Section of Colonia defensive wall . C2, thickened and raised C4. Restored mid C20. Herringbone coursed and random rubble. Approx. 30m long and 4m high. This building is part of the Colonia defensive wall which was strengthened in the C4. Scheduled Ancient Monument, County No.35.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,English,,410,,,Grade I,,,,,,,Statutory,,,,02/10/1969
f8892796-e3a5-11e9-ae3b-066e122e3f0a,EXTANT STRUCTURE,Statutory,GREESTONE STEPS AND ARCH WITH ADJOINING CLOSE WALL TO WEST,GREESTONE STEPS AND ARCH WITH ADJOINING CLOSE WALL TO WEST,,,,,1388552,88943424-02fe-48bc-a89e-1faec7db4ecf,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5342598 53.23265364)),GATE,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1350,,"<p>Stepped pathway, archway and section of Close wall. Late C13, C14, restored and archway renewed mid and late C20. Dressed stone, brick and ashlar. Irregular stepped pathway approx. 80m long. Chamfered archway with hoodmould, with restored C19 lamp on bracket on north side. To right, late C20 brick retaining wall. To left, C14 wall with gabled coping. Section of Close wall with slab coping and intermediate buttresses extending westwards approx. 200m. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 490).</p>
",,,,,,National Heritage List for England,English,,,,,Grade I,,,,,,,Statutory,,,,08/10/1953
f8892796-e3a5-11e9-ae3b-066e122e3f0a,EXTANT STRUCTURE,,,,,,,,,b025f4ec-abe9-41c3-8e8d-3e8d3f28457a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8892796-e3a5-11e9-ae3b-066e122e3f0a,EXTANT STRUCTURE,,,,,,,,,d3c50c24-b4d7-4752-9ba2-2a16739f9030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8892796-e3a5-11e9-ae3b-066e122e3f0a,,,,,,,,,,,,,,,,,,,,,,,TOWN WALL,,,,,,,,,,,,,,,,MEDIEVAL,,,,,,1350,,,,,,,,,,,,,,,,,,,,,,,,,
f8892796-e3a5-11e9-ae3b-066e122e3f0a,,,,,,,,,,,,,,,,,,,,,,,FOOTPATH,,,,,,,,,,,,,,,,MEDIEVAL,,,,,,1350,,,,,,,,,,,,,,,,,,,,,,,,,
f8a94f00-4cf8-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,MORTUARY ON NORTH SIDE OF THE OLD CEMETERY,,,,,,1388479,63f693b6-c19b-4f04-b3e5-b88e271f2437,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53000544 53.21951231000001)),MORTUARY CHAPEL,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1856,,"<p>Mortuary, now a mess room. 1856. Probably by Michael Drury. Brick, clad with rockfaced stone, with hipped concrete tile roof and a side wall stack with octagonal flue. Gothic Revival style. Chamfered plinth, sill band, moulded eaves, canted corners with buttresses. Single storey, 2 bays. South front has a central buttress flanked to left by a moulded doorway and to right by 2 blocked pointed arched windows, all with hoodmoulds. In the canted corner, a blocked roundel. West end has a gabled dormer with a stepped 3-light pointed arched window. INTERIOR not inspected. Included for group value. The cemetery was laid out by Henry Goddard.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,08/07/1991
f9e4b688-fa3d-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,USHER ART GALLERY,,,,,,1388632,ac6814db-8640-44da-9ee7-6c6a291e7c3f,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5365561 53.23209753)),ART GALLERY,,,,,,,,,,English,,,,,,EARLY 20TH CENTURY,,,,,,1926,,"<p>Art gallery. 1926-27. By Sir Reginald Blomfield. Ashlar and brick with slate roofs. Plinth, rusticated quoins, bays defined by giant pilasters, pseudo-frieze with bucrania, entablature, parapet and balustrade. 2 storeys, the upper storey blind, 7 x 4 bays. Projecting rusticated centre with open pediment and raised parapet with urns. Steps to moulded doorcase with cornice on consoles and small flanking lights. Above it, a tall round headed window with keystone and wrought-iron balcony. On either side, 3 glazing bar windows to the ground floor. Rear elevation has a projecting centre with 3 windows with ornamental grilles, and above, a round window. All the windows have glazing bars. INTERIOR has an open well stone staircase with landings, and patterned steel balustrade. Ionic arcade to stairwell, and round arched openings elsewhere. Galleries have moulded beamed ceilings with cornices. Top floor galleries have coved ceilings and arched roof lights. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 509; Fellows RA: Sir Reginald Blomfield: an Edwardian Architect).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,English,,,,,Grade II*,,,,,,,Statutory,,,,15/08/1973
fa451e20-3eb1-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"8, BAILGATE",,,,,,1385398,ba152bae-4788-4ed0-852a-56a5cd53cc0a,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5386352 53.23483791)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1800,,"<p>House, now a house and shop. Early C19, with early C20 alterations. Brick, colourwashed, with hipped plain tile roof and a side wall stack. Wooden first floor band. 4 storeys, single bay. Shopfront has to right a recessed half-glazed door with overlight, flanked to left by a shop window, all under a plain fascia. Above, a central plain sash and above it, a single glazing bar sash with a segmental head. Above again, a smaller glazing bar sash. INTERIOR not inspected.</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,
fab5d152-12b4-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Full,"5, BAILGATE",,,,,,1385396,8a2b267d-692a-43cd-9640-6efd54115af6,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53860984 53.23470275)),HOUSE,,,,,,,,,,English,,,,,,POST MEDIEVAL,,,,,,1750,,"<p>House, now house and shop. Mid C18, refronted 1902. Colourwashed brick with slate roof and a side wall stack. Crowstepped coped gable with a single pilaster dated 1902. 2 storeys plus attic, single bay. Off-centre recessed glazed door flanked by single plate glass windows with top lights, under a common fascia with brackets. Above, a central 4-light bow window with glazing bar top lights. Above it, a 3-light glazing bar casement with a segmental head and a railed balcony. Both windows are set in a chamfered segment headed recess with a keystone. INTERIOR not inspected.</p>
",,,,,,National Heritage List for England,English,,,,,Grade II,,,,,,,Primary,,,,15/08/1973
fbffcda4-e539-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,Statutory,OUTER EAST GATEWAY TO BISHOPS PALACE,,,,,,1388679,229529d7-b20a-46a2-a16e-f1fa2fc1b710,,,,,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53542478 53.23363884)),TOWN GATE,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1500,,"<p>Gateway to Bishop&#39;s Palace. c1500. Built for Bishop William Smith, 1496-1514. Ashlar with plain tile wall coping. Coved string course, crenellated parapet. Single storey. L-plan. East side has a four-centred archway with hoodmould. North side has a small chamfered pointed recess. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 488).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,English,,,,,,,,,,,,Statutory,,,,
fc87049e-e51c-11e9-ae3b-066e122e3f0a,EXTANT STRUCTURE,Statutory,THE PRIORY AND ATTACHED SECTION OF CLOSE WALL,THE PRIORY AND ATTACHED SECTION OF CLOSE WALL,,,,,1388650,00be8440-150a-4793-a591-f7cc9d945e6a,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53393853 53.23504093)),TOWN WALL,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1285,,"<p>Hall house, incorporating a tower and part of the Close wall. C13, C14, remodelled 1664-1670, altered and refenestrated late C19. Coursed and squared rubble with ashlar dressings and plain tile and pantile roofs with an octagonal stone gable stack, panelled brick ridge stack, and external brick gable stack to east. Quoins. EXTERIOR: 2 storeys plus attics, 3 bays. Windows are mainly C19 casements with wooden mullions and transoms. West front, double gabled, has a central 3-light window flanked to left by a cross casement and beyond, a hexagonal glazed wooden porch. To its left, a chamfered doorway with hoodmould, C14, now a leaded window. In the return angle, a doorway, C14. To the right, a 5-light window. Above, a central window, 3 lights, flanked by single windows, 4 lights. All these have wooden hoodmoulds. Above again, in each gable, a 3-light window. South side has two windows, 4 lights, and above, two windows, 3 lights. East side has irregular C19 fenestration. INTERIOR has in the screens passage a restored traceried buffet, C14, with quatrefoil lintel, flanked by single chamfered doorways. Remodelled C17 stair. Outside, to west, an attached portion of the Close wall, approx. 5m high and 30m long, with pantile and concrete coping. Off-centre blocked opening and 3 reset corbels. This building was used as the residence of major Cathedral officials. Scheduled Ancient Monument, County No.114. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 494-495; Jones S: The Survey of Ancient Houses in Lincoln: Lincoln: 1984-: 23-31).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,English,,,,,Grade I,,,,,,,Statutory,,,,08/10/1953
fc87049e-e51c-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,,,,,,,,,34f9c91f-9164-4425-b456-20827436e2b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc87049e-e51c-11e9-ae3b-066e122e3f0a,,,,,,,,,,,,,,,,,,,,,,,PRIORY,,,,,,,,,,,,,,,,MEDIEVAL,,,,,,1250,,,,,,,,,,,,,,,,,,,,,,,,,
fdc5c244-4cfc-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,CASTLE HILL CLUB,,,,,,1388483,5759c8e7-c871-4c3e-a397-5e9b9c502705,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53926914 53.23426135)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1750,,"<p>House, now a club. Mid C18, with C19 alterations. Brick with pantile roof, with 2 gable and single ridge stacks. Dentilled eaves, brick coped east gable with kneelers. 2 storeys plus attics, 5 unequal bays. L-plan. North front has an off-centre plain wooden doorcase with overlight and 6-panel door. To its left, a C19 3-light window with wooden mullions and transoms, and beyond, a glazing bar sash. To right, an altered segment headed sash. Above, 3 glazing bar sashes with moulded wood surrounds. East gable, to Drury Lane, has a segment headed sash on each floor and a casement to the garret. Rendered south gable has a segment headed window on each floor with wooden mullions and transoms. INTERIOR not inspected.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,02/10/1969
ff936996-fbd0-11e9-ae3c-066e122e3f0a,EXTANT STRUCTURE,Statutory,THE SUBDEANERY AND EAST MIDLANDS TOURIST BOARD OFFICES,,,,,,1388668,182f0e1c-2497-45bb-a8ea-a66c307e66d9,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5380459399999999 53.23410252)),HYPOCAUST,,,,,,,,,,English,,,,,,ROMAN,,,,,,250,,"<p>Formerly known as: Precentory MINSTER YARD. Precentory, now subdeanery and offices. C13 and C14, with C17 additions. Remodelled and extended 1827. Refronted 1873 by J L Pearson. A Roman hypocaust and mosaic pavement were found on the site in the C18, and remain in situ. Dressed stone and brick, with stucco east front, ashlar dressings and plain tile roofs, with 4 gable and single ridge and side wall stacks. EXTERIOR: sill band, 2 string courses, eaves band, coped parapet and gables to north and east fronts. 2 and 3 storeys, 3 bays. L-plan. North front has steps in the return angle to the right, with a moulded four-centred arched doorway with hoodmould, sidelights and overlight. Above it, a 4-light stone mullioned cross casement. To the left, a square bay window, 2 storeys, with a similar 4-light window on each floor. East front has a wooden doorcase with cornice and recessed 6-panel door, flanked to right by a glazing bar sash. Above, 3 glazing bar sashes. To the left, a square stair tower with parapet, with single light windows on the lower floors and a cross casement above. South side has two fronts, 2 and 3 storeys, 3 bays, with glazing bar casements. INTERIOR No.18A has partly panelled entrance hall, late C17, with wooden fireplace and overmantel and moulded beams. First floor room with similar fielded panelling. In the basement a section of Roman tessellated pavement approx. 1 x 1.5m, and a medieval cistern. Towards the rear, a Roman hypocaust reached by a stone winder stair in a stone lined round arched stairwell. At the foot of the stairs, a segment arched recess opposite a round arched brick firehole. The hypocaust, approx. 10m x 5m, has square brick columns carrying a terracotta floor. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 488; Jones S: The Survey of Ancient Houses in Lincoln: Lincoln: 1987-: 84-90; Report and overall assessment of listable quality: Hewlings R: Secular properties..... in Lincoln Minster Close: London: 1987-).</p>
",,,,,,National Heritage List for England,English,,410,,,Grade II*,,,,,,,Statutory,,,,08/10/1953
